name,program_number,model_type,lat,lon,address,phone,contract_type,summer_session
HAND IN HAND EARLY CHILDHOOD,1601841,null,40.7147246,-73.9839122,"465 GRAND STREET-3RD FL NEW YORK, NY 10002",,PP,open during summer only
LIL  MUNCHKINS,1601843,null,40.8277475,-73.9137728,"1000 TELLER  AVENUE BRONX, NY 10456",(646) 851-3020,PP,open during summer only
NORTH SIDE SCHOOL,1601844,null,40.7831291,-73.7946178,"16-50 UTOPIA PARKWAY WHITESTONE, NY 11357",,PP,
STORK CLUB,1601847,null,41.625016,-72.9010395,"1348 WEST STREET SOUTHINGTON, CT 06489",,PP,
"BLUE'S CLUES'S DAY CARE, INC",1601848,null,40.597636,-73.949734,"2249 EAST 21 STREET BROOKLYN, NY 11229",,PP,
ROUND THE CLOCK NURSERY,1601849,null,40.8136301,-73.9491058,"301 WEST 130 STREET NEW YORK, NY 10027",,PP,
HELPING HANDS PROGRAM,1601850,null,40.6834591,-73.9868778,"450 WARREN STREET BROOKLYN, NY 11217",,PP,open during summer only
PORT WASHINGTON CHILDREN CTR,1601852,null,40.8307448,-73.6962848,"232 MAIN ST LANDMARK SQ PORT WASHINGTO, NY 11050",,PP,open during summer only
TEACHER'S  PET CCC  II,1601855,null,40.7858,-73.458614,"270 WASHINGTON AVE PLAINVIEW, NY 11803",(516) 931-8204,PP,
EFFIE B'S EARLY CHILDHOOD DC ,1601856,null,40.669207,-73.929459,"1173 EASTERN PARKWAY BROOKLYN, NY 11213",(718) 735-5500,PP,
IMAGINE EARLY LEARNING CTR.,1601857,null,40.7017501,-73.9883316,"85 ADAMS STREET BROOKLYN, NY 11201",,PP,open during summer only
KIDDIE HAVEN DAY NURSERY,1601858,null,28.5990743,-81.3286497,"1851 GOODRICH AVENUE WINTER PARK, FL 32789",,PP,
EASTCHESTER  CHILD DEVELOPMENT,1601859,null,40.9534146,-73.8227327,"125 WALLACE  ST TUCKAHOE, NY 10707",(914) 337-4492,PP,
EZRA ACADEMY,1601860,null,40.7140624,-73.832397,"119-45 UNION TURNPIKE FOREST HILLS, NY 11375",,PP,
CENTRAL QUEENS YM-YWHA,1601861,null,40.7286954,-73.847087,"67-09 108TH ST FOREST HILLS, NY 11375",,PP,open during summer only
BEDFORD DISCOVERY EARLY,1601862,null,41.2450085,-73.6845689,"190 HARRIS ROAD BEDFORD HILLS, NY 10507",,PP,open during summer only
LITTLE RED TRAIN,1601863,null,40.7027659,-73.6084951,"249 JERUSALEM AVE HEMPSTEAD, NY 11550",,PP,
CHAMPIONS COVINGTON LLC,1601864,null,33.585118,-83.919244,"25 KIRKLAND RD COVINGTON, GA 30650",,PP,open during summer only
M.KALIX & NATALIE LINDOR NURSE,1601866,null,40.636564,-73.909044,"951 EAST 84TH ST. 1ST FL BROOKLYN, NY 11236",,PP,open during summer only
"AFFINITY  CHILD  CARE, LLC",1601867,null,40.6425233,-73.9301339,"779 EAST 49TH  STREET BROOKLYN, NY 11203",(718) 578-9980,PP,
STEPS TO SUCCESS  I,1601868,null,40.6567758,-73.9043928,"11-21 NEW  LOTS  AVE BROOKLYN, NY 11212",(718) 345-3555,PP,open during summer only
INTERNATIONAL 1ST STEP DC,1601869,null,40.736995,-73.7930148,"64-41 UTOPIA PARK WAY FRESH MEADOWS, NY 11365",(718) 886-8977,PP,
BAYBEE LOUNGE DAY CARE,1601871,null,40.6780319,-73.8910802,"2802-2808 FULTON STREET BROOKLYN, NY 11207",(718) 513-0179,PP,open during summer only
NOAH'S ARK DAY CARE CENTER,1601872,null,40.8666701,-73.9214216,"120 VERMILEA AVE NEW YORK, NY 10034",,PP,
CHILDREN'S PALACE DCC,1601873,null,40.637169,-73.93536,"743 EAST 43RD ST BROOKLYN, NY 11203",,PP,open during summer only
EPISCOPAL SOC. SERV.@PS 135,1601874,null,40.6532579,-73.9329753,"684 LINDEN BLVD. BROOKLYN, NY 11203",,PP,open during summer only
KINDER CARE @ FARMINGVILLE,1601875,null,40.8252472,-73.0213034,"2270 NORTH OCEAN AVE FARMINGVILLE, NY 11738",,PP,
THE NEW 14TH STREET Y,1601877,null,40.7312884,-73.9832952,"344 E.14TH STREET NEW YORK, NY 10003",,PP,
GAN JEWISH DAY CARE,1601878,null,40.6320461,-73.9483569,"2901  CAMPUS ROAD BROOKLYN, NY 11210",,PP,
SAMUELS TEMPLES CHURCH OF GOD ,1601879,null,40.8467318,-73.8977773,"474-476 EAST TREMONT  AVE BRONX, NY 10457",(718) 299-5616,PP,open during summer only
GRANT AFTER SCHOOL PROGRAM,1601880,null,40.8117233,-73.9562125,"1299 AMSTERDAM  AVE NEW YORK, NY 10027",(212) 991-9983,PP,open during summer only
KIDDIES  LEARNING  CTR,1601881,null,40.670219,-73.936337,"263 TROY AVE BROOKLYN, NY 11213",(917) 221-2530,PP,
NEW AGECHILD DEVELOPMENT CTR.,1601883,null,40.6503224,-73.9208198,"1012 RALPH  AVE BROOKLYN, NY 11236",(347) 243-6034,PP,
CAROUSEL OF LEARNING,1601884,null,40.644657,-73.591348,"351  ATLANTIC AVE FREEPORT, NY 11520",,PP,
BRIGHT FUTURE CHILDREN CENTER,1601885,null,40.6562097,-73.7531449,"148-15 230TH STREET SPRINGFLD GARDENS, NY 11413",,PP,open during summer only
TUTOR TIME @ RONKONKOMA,1601886,null,40.8092012,-73.104676,"246 CARROLL AVENUE RONKONKOMA, NY 11779",,PP,open during summer only
KINDER CARE LEARNING CTR.,1601889,null,43.0682482,-77.4352987,"6839 PITTSFORD-PALMYRA RD FAIRPORT, NY 14450",,PP,open during summer only
JASMIN EDUCATIONAL ENT. INC,1601891,null,40.9057032,-73.900327,"5705 MOSHOLU AVENUE BRONX, NY 10471",,PP,open during summer only
L& A 349 KEAP STREET,1601892,null,40.7092311,-73.9547411,"349 KEAP  STREET BROOKLYN, NY 11211",(718) 578-9980,PP,
FRIENDS PRESCHOOL & DAY CARE,1601894,null,40.5403204,-74.2180063,"610 BLOOMINGDALE  ROAD STATEN ISLAND, NY 10309",(718) 984-5194,PP,
"LITTLE SAINTS DAY CARE, LLC",1601897,null,40.8383769,-73.8260889,"3147 BRUCKNER BLVD. BRONX, NY 10461",,PP,open during summer only
SARAH DABAH ELEMENTARY SCH,1601898,null,40.6068477,-73.9502222,"2221 AVENUE R BROOKLYN, NY 11229",,PP,open during summer only
PERLA'S  DAY  CARE CTR,1601899,null,40.604266,-73.961283,"2167 CONEY ISLAND  AVE BROOKLYN, NY 11223",(646) 591-8641,PP,
"CHILDREN OF PROMISE, NYC",1601900,null,40.6806996,-73.944084,"54 MACDONOUGH STREET BROOKLYN, NY 11216",(718) 483-9290,PP,open during summer only
INNER FORCE TOTS  INC.,1601901,GD,40.667156,-73.923209,"1181 EAST NEW YORK  AVE BROOKLYN, NY 11212",(718) 604-5786,FF,
"CHILDRN OF PROMISE, NYC",1601902,null,40.6895763,-73.9507393,"600 LAFAYETTE  AVE 4 FL BROOKLYN, NY 11216",(718) 482-9290,PP,open during summer only
CHILDREN 1ST CHILD CARE,1601903,null,41.157846,-75.2800286,"RR 1 BOX 1056 CRESCO, PA 18326",,PP,open during summer only
TRIANGLE SCHOOL AGE CHILD CARE,1601904,null,40.5891128,-74.6431842,"540 ROUTE 22 EAST BRIDGEWATER, NJ 08807",,PP,open during summer only
ST.PETER CHILCARE,1601905,null,40.9254277,-73.9022255,"204 HAWTHORNE AVE YONKERS, NY 10705",,PP,
BEACON OF HOPE,1601906,null,33.768995,-84.3836379,"120 RENAISSANCE P'WAY-NE ATLANTA, GA 30308",,PP,open during summer only
SERIOUS  FUN,1601907,null,40.7724033,-73.9048765,"41-01 DITMARS BLVD LONG ISLAND CIT, NY 11105",(646) 415-8901,PP,open during summer only
NURSERY NORTH TOO INFANT DC.,1601908,null,40.8219053,-73.9412216,"249 WEST 144TH STREET NEW YORK, NY 10030",(212) 926-9700,PP,
HIGH DEFINITION KIDS DAY CARE ,1601909,null,40.654593,-73.948388,"337 LENOX ROAD BROOKLYN, NY 11226",(718) 240-9300,PP,
BNOS CHAYIL,1601910,null,40.7069505,-73.9523974,"345 HEWES STREET BROOKLYN, NY 11211",,PP,open during summer only
"JOY DAY CARE, INC.",1601911,null,40.660948,-73.9533069,"467 ROGERS AVE BROOKLYN, NY 11225",(718) 812-9640,PP,
EDUCATION STATION DAY CARE,1601912,null,40.7925618,-74.202668,"156 WASHINGTON ST BLOOMFIELD, NJ 07003",,PP,open during summer only
THE LITTLE LEARNING CENTER,1601913,null,40.7597958,-73.8159726,"147-32 SANFORD  AVE.  1 FL. FLUSHING, NY 11355",(347) 732-4307,PP,
3467 READY SET  LEARN LLC,1601914,null,40.8320812,-73.9069508,"1245 WASHINGTON AVENUE BRONX, NY 10456",(718) 665-1234,PP,open during summer only
MOTHER'S CARE DAY CARE INC,1601916,null,40.6652739,-73.9507852,"955  NOSTRAND AVE BROOKLYN, NY 11225",,PP,
"THE NEIGHBORHOOD CTR, INC",1601917,null,43.097287,-75.220471,"615 MARY STREET UTICA, NY 13501",,PP,open during summer only
TALMUD TORAH TZEMACH TZADDIK,1601919,null,40.6995676,-73.9580594,"77-87 WALLABOUT STREET BROOKLYN, NY 11249",(347) 525-5339,PP,open during summer only
POLICE ATHLETIC LEAGUE INC,1601920,null,40.622418,-74.079229,"100 TOMPKINS  AVENUE STATEN ISLAND, NY 10304",(718) 981-1376,PP,open during summer only
KIDDIE ACADEMY OF WHITESTONE,1601921,null,40.7951873,-73.8101491,"7-05 152ND  STREET WHITESTONE, NY 11357",(718) 357-8010,PP,
BRIGHTSIDE ACADEMY WHITE PL 1,1601922,GC,40.8681775,-73.8676256,"2901 WHITE PLAINS ROAD BRONX, NY 10467",(718) 653-3716,PP,open during summer only
CREATIVE KIDS CHILD CARE,1601923,null,41.4210308,-73.5787585,"1515  ROUNTE 22 BREWSTER, NY 10509",,PP,open during summer only
BUILDING BLOCKS DCC,1601924,null,40.6146848,-73.9880108,"6810 20TH AVENUE BROOKLYN, NY 11204",(646) 220-7060,PP,
A CASTLE FOR CLASSY KIDS,1601925,null,40.6744982,-73.8773652,"2570 PITKIN AVE BROOKLYN, NY 11208",,PP,open during summer only
EKISTICS INC & DBA DAY CAMP,1601929,null,40.6724638,-73.990563,"436 3RD AVENUE BROOKLYN, NY 11215",(718) 369-9880,PP,open during summer only
MUSHROOM HOUSE,1601930,null,40.7730869,-73.906884,"38-00 DITMARS BLVD LONG ISLAND CIT, NY 11105",,PP,open during summer only
LIL STARS OF THE FUTURE,1601931,null,40.8498987,-73.9115533,"1822 DAVIDSON AVE BRONX, NY 10453",(347) 872-7472,PP,open during summer only
BRIDGE PREPARATORY SCHOOL,1601933,null,40.685071,-73.9321915,"277 STUYVESANT  AVENUE BROOKLYN, NY 11221",(718) 490-7295,PP,open during summer only
EDEN NURSERY ,1601935,null,40.62275,-73.9997521,"1436 67TH STREET BROOKLYN, NY 11219",,PP,open during summer only
J  &  J ACADEMY INC,1601937,null,40.6104508,-74.1490872,"55 WYONA  AVENUE STATEN ISLAND, NY 10314",(917) 319-3431,PP,
CHABAD YOUTH ZONE,1601938,null,40.6337125,-73.9716237,"605 OCEAN PKWY BROOKLYN, NY 11218",(646) 254-5004,PP,open during summer only
EAST HARLEM CHURCHS & COM CTR,1601941,null,40.7870521,-73.9432722,"325 EAST 101 STREET NEW YORK, NY 10029",(212) 831-5506,PP,open during summer only
"SMILES AROUND US ACADEMY,INC",1601942,null,40.5910437,-74.0671116,"351 SAND  LANE STATEN ISLAND, NY 10305",(718) 390-0070,PP,open during summer only
"3467 READY, SET,LEARN LLC",1601943,null,40.8359726,-73.9048381,"450 SAINT PAULS PLACE BRONX, NY 10456",(646) 246-3105,PP,open during summer only
CNNA/ SUNSHINE DAY CARE.,1601945,null,40.686828,-73.9423683,"580 GATES AVENUE BROOKLYN, NY 11221",(718) 452-9740,PP,
COMMUNITY PARTNER COMMISON.,1601946,null,40.6624909,-73.8985116,"475 RIVERDALE  AVENUE BROOKLYN, NY 11207",(718) 652-5358,PP,open during summer only
RAINBOW CHILD DEVELOPMENT CTR.,1601947,null,40.7526399,-73.8309089,"133-20 AVERY AVE.   #1B FLUSHING, NY 11355",(718) 496-5513,PP,
WONDER YEARS PRESCHOOL INC,1601948,null,40.5813192,-74.0923053,"381 SEAVER  AVENUE STATEN ISLAND, NY 10305",(718) 987-7596,PP,open during summer only
CHABAD SUMMER ADVANTURE,1601949,null,40.5762391,-73.9721386,"311 SEABREEZE  AVENUE BROOKLYN, NY 11224",(718) 996-7633,PP,open during summer only
BIG APPLE DAY CARE CENTER ,1601950,null,40.5925889,-73.949287,"2020 AVENUE  X BROOKLYN, NY 11235",(718) 332-2296,PP,
FOUR SEASONS EARLY LEARNING,1601952,null,40.897032,-74.10056,"486 MARKET STREET SADDLE BROOK, NJ 07663",,PP,open during summer only
WEI BO LEARNING ORGANIZATION,1601954,null,40.7587636,-73.8245886,"142-30 BARELAY AVENUE FRESH MEADOWS, NY 11365",(646) 209-2665,PP,open during summer only
SHEDEV CHILD DEVELOPMENT CTR,1601955,null,40.6553818,-73.9262838,"900 LENOX ROAD BROOKLYN, NY 11203",(718) 637-7556,PP,
L O J C   ACADEMY,1601956,null,40.861918,-73.9065568,"2336 ANDREWS AVENUE BRONX, NY 10468",(347) 271-6502,PP,
ONCE UPON A CHILD DAY CARE,1601957,null,40.7058012,-73.8934271,"68-05 64TH PLACE GLENDALE, NY 11385",(347) 529-6718,PP,
UNITED CHRISTIAN COALITION,1601959,null,40.6579081,-73.9530983,"569 ROGERS AVE BROOKLYN, NY 11225",,PP,open during summer only
THREE STAGES DC & LEARNING,1601960,null,41.120927,-75.356725,"4 FARIRVIEW AVE MOUNT POCONO, PA 18344",,PP,
CITY OF FAITHCHURCH OFGOD INC,1601961,null,40.8766574,-73.8673536,"3445 WHITE PLAINS BRONX, NY 10467",(718) 798-3052,PP,
POLSKIE PRZEDSZKOLE,1601962,null,40.641891,-73.991884,"4105 FT HAMILTON P'WAY BROOKLYN, NY 11219",,PP,
NOAH'S ARK PROGRESSIVE  CTR II,1601963,null,40.7151274,-73.896518,"62-48 MT, OLIVET CRESCENT MIDDLE VILLAGE, NY 11379",(347) 294-0966,PP,
BRIGHTSIDE ACADEMY BROADWAY,1601965,GC,40.6873875,-73.9178191,"1491 BROADWAY AVE BROOKLYN, NY 11221",(___) ___-____,PP,open during summer only
CAMPUS ASP INC,1601966,null,40.6320461,-73.9483569,"2901 CAMPUS ROAD BROOKLYN, NY 11210",,PP,
YMCA OF YONKERS,1601967,null,40.9333648,-73.9002779,"17 RIVERDALE AVE YONKERS, NY 10701",,PP,open during summer only
NORTH BRONX ACTIVITIES CENTER,1601969,null,40.8650694,-73.821968,"135  EINSTEIN LOOP RM. 52 BRONX, NY 10475",(917) 855-1672,PP,open during summer only
MINIVENTURES OFNY INC.,1601970,null,40.7117174,-73.8737273,"67-52 79TH STREET MIDDLE VILLAGE, NY 11379",(718) 326-4500,PP,
SIDI INC.,1601972,null,40.8278339,-73.8497683,"1002 CASTLE HILL AVE  BRONX, NY 10472",(646) 326-0849,PP,open during summer only
JOSHUA GENERATION LEARNING CTR,1601973,null,40.646516,-73.9301739,"1080 UTICA  AVENUE BROOKLYN, NY 11203",(347) 350-5867,PP,
MEVAKSHAI HASHEM,1601974,null,40.634608,-73.9730733,"550 OCEAN PARKWAY BROOKLYN, NY 11218",,PP,open during summer only
OVER THE RAINBOW LEARNING,1601975,null,41.398563,-73.632438,"2505 CARMEL AVE BREWSTER, NY 10509",,PP,
WEI BO LEARNING ORGANIZATION ,1601976,null,40.758365,-73.8244069,"142-30 BARCLAY  AVENUE FLUSHING, NY 11355",(718) 353-5599,PP,open during summer only
KNOWLEDGE LAND,1601979,null,40.6028482,-73.995746,"2116 86TH STREET BROOKLYN, NY 11214",,PP,
LITTLE SCHOLARS ON FARMERS,1601981,null,40.6907938,-73.7619889,"117-25 FARMERS BLVD SAINT ALBANS, NY 11412",(718) 949-2390,PP,
M & N SPORTS  INC.,1601982,null,40.8455954,-73.8296383,"3040 ROBERTS  AVENUE BRONX, NY 10461",(516) 343-2372,PP,
BELL PARK CHILD CARE CENTER,1601984,null,40.7132951,-73.7843221,"178-36 WEXFORD TERRACE JAMAICA, NY 11432",(718) 523-4600,PP,open during summer only
"THE ARK OF LEARNING, LLC",1601985,null,41.400173,-74.078681,"1641  NYS ROUTE 32 MOUNTAINVILLE, NY 10953",,PP,open during summer only
EPISCOPAL SOCIAL SERVICE  PS36,1601986,null,40.829446,-73.849749,"1070 CASTLE HILL AVE BRONX, NY 10472",,PP,
PARENT PLUS OF ST ALBANS INC,1601987,null,40.693546,-73.7564189,"195-15 LINDEN  BLVD SAINT ALBANS, NY 11412",(718) 977-8555,PP,
M & N SPORTS  INC.,1601988,null,40.8450308,-73.8579757,"1640 BRONXDALE  AVENUE BRONX, NY 10462",(347) 275-3116,PP,
QUEENS HERALD COMMUNITY CO.,1601989,null,40.7577696,-73.8040547,"43-29 162ND STREET FLUSHING, NY 11358",(718) 939-3606,PP,open during summer only
SCOTTY'S KIDDY KORNER,1601990,null,41.8773748,-72.4639224,"70 WEST ROAD ELLINGTON, CT 06029",,PP,open during summer only
BRIGHT HORIZONS-FEDKIDS,1601991,null,40.7155756,-74.0042347,"26 FEDERAL PLAZA NEW YORK, NY 10278",,PP,open during summer only
SUNFLOWER PLAYHOUSE CORP.,1601994,null,40.676538,-73.973708,"33 7TH AVE.  BROOKLYN, NY 11217",(347) 241-3771,PP,
DREAMLAND DAY CARE INC,1601997,null,40.6116329,-73.9810885,"1379 WEST 7TH STREET BROOKLYN, NY 11204",(718) 614-9284,PP,
SMART STEPS,1601998,null,40.713361,-73.784455,"178-36 WEXFORDS TERRACE 1FL JAMAICA, NY 11432",(917) 476-4605,PP,
TINY FOOTSTEPS DAY CARE CENTER,1601999,null,40.7229208,-73.8009351,"167-01 UNION TURNPIKE FRESH MEADOWS, NY 11366",,PP,
ACH TOV VCHESED,1602000,null,40.6979007,-73.9575076,"27 SKILLMAN ST. BROOKLYN, NY 11205",,PP,open during summer only
TUTOR TIME LEARNING CENTER,1602001,null,40.8507654,-73.1647939,"740  ROUTE 347 SMITH TOWN, NY 11787",,PP,open during summer only
SUNSHINE DAYCARE OF WESTCHESTE,1602002,null,40.8406981,-73.8474159,"1564 ST PETERS AVENUE BRONX, NY 10461",(718) 989-9801,PP,open during summer only
THE LITTLE CHILDREN'S GARDEN ,1602004,null,40.7187459,-73.8112615,"150-38 UNION TPKE FLUSHING, NY 11367",(718) 380-0066,PP,
KISSENA CHERRY DAY CARE,1602005,null,40.7543466,-73.8217243,"140-26 CHERRY  AVENUE FLUSHING, NY 11355",(718) 886-2889,PP,
AMAZING MAGIC BEANS,1602007,null,40.744418,-73.918716,"43-12 46TH ST SUNNYSIDE, NY 11104",(718) 786-8091,PP,
IRA'S BRIARWOOD CHILD CARE,1602008,null,40.708798,-73.8137343,"139-76 85  DRIVE JAMAICA, NY 11435",(917) 807-2683,PP,
IT'S A SMALL WORLD AFTER ALL ,1602009,null,40.8665222,-73.8676332,"684 BRITTON ST BRONX, NY 10467",,PP,
QUEENS COMMUNITY SERVICES INC,1602010,null,40.5673977,-73.8888199,"9850 50  AVENUE BAYSIDE, NY 11360",(718) 475-6345,PP,open during summer only
BRIGHT FUTURE CHILDREN CTR INC,1602011,null,40.8188865,-73.8686089,"1695 SEWARD AVE BRONX, NY 10473",,PP,open during summer only
BIG APPLE DAY CARE CTR. INC,1602012,null,40.6338195,-73.9024492,"8702 AVENUE  L BROOKLYN, NY 11236",(718) 763-9300,PP,open during summer only
YOUNG ACHIEVERS LEARNING CTR,1602013,null,40.8383769,-73.8260889,"3147 BRUCKNER BLVD BRONX, NY 10461",(718) 823-6323,PP,
BRONX COMMUNITY COLLEGE INC,1602015,null,40.7042677,-73.8936484,"104 HAVERMRYER HALL BRONX, NY 10468",(718) 329-8641,PP,open during summer only
" PLANET KIDS,LLC",1602017,null,40.868289,-73.0227935,"635  MIDDLE COUNTRY RD CORAM, NY 11727",,PP,open during summer only
SSC COMMUNITY DEV. CORP.,1602018,null,40.8707443,-73.8873947,"2930 VALENTINE AVE.  BRONX, NY 10458",(347) 742-2808,PP,
BUTTERCUP DAYCARE,1602019,null,40.6713101,-73.908619,"16  GLENMORE AVE. BROOKLYN, NY 11212",(718) 573-1228,PP,
TRILOK FUSION CTR. FOR ARTS  ,1602020,null,40.6937717,-73.9676675,"143        WAVERLY AVE. BROOKLYN, NY 11205",(718) 576-2563,PP,
CREATIVE MINDS CENTER INC,1602021,null,40.6630438,-73.9254022,"1032  RUTLAND ROAD BROOKLYN, NY 11212",,PP,open during summer only
LEHMAN COLLEGE SUMMER CAMP,1602023,null,40.8748896,-73.8931763,"250 BEDFORD PK BLVD WEST BRONX, NY 10468",(718) 960-8512,PP,open during summer only
NEW YORK CENTER @ PUBLIC SC861,1602024,null,40.620326,-74.164432,"280 REGIS DRIVE STATEN ISLAND, NY 10314",(646) 457-5438,PP,open during summer only
ST.JOHN'S LUTHERAN SCHOOL,1602025,null,40.698775,-73.835442,"86-20 114 ST RICHMOND HILL, NY 11418",,PP,open during summer only
ST ALBANS EARLY CHILDHOOD CTR,1602026,null,40.7025164,-73.7660969,"109-53 FARMERS BLVD SAINT ALBANS, NY 11412",(718) 479-7111,PP,open during summer only
"READY,SET,GROW!CCC",1602027,null,40.7708975,-73.8269261,"136-16 31 ST ROAD, 1FL LINDEN HILL, NY 11354",,PP,
THE  WINGS CLUBHOUSE,1602028,null,40.815078,-73.905011,"810  E.152 ST STE 810B BRONX, NY 10455",(212) 312-4791,PP,open during summer only
KIPS BAY BOYS & GIRLS CLUB,1602030,null,40.8514876,-73.9144786,"1835 UNIVERSITY  AVE BRONX, NY 10453",(718) 975-0788,PP,open during summer only
KINDERSTUFF IV ,1602031,null,40.678969,-73.974051,"272 FLATBUSH  AVE BROOKLYN, NY 11217",(718) 663-0901,PP,
RAINBOW MONTESSORI ACADEMY,1602032,null,40.8316555,-73.8167978,"816 CLARENCE AVE BRONX, NY 10473",,PP,
SERIOUS FUN AFTER SCHOOL INC.,1602033,null,40.7730089,-73.9148429,"23-70 31ST STREET LONG ISLAND CIT, NY 11105",(646) 349-3559,PP,open during summer only
WONDERLAND PA LLC,1602034,null,40.5892722,-73.9598872,"1018  AVE Y BROOKLYN, NY 11235",,PP,open during summer only
KINDERSTUFF VI,1602036,null,37.246501,-77.423282,"3301 FOSTER AVE #1C BROOKLYN, NY 11203",(718) 663-0901,PP,
LITTLE WIZARDS PRESCHOOL,1602037,null,40.8522415,-73.8300968,"2942 E.194TH STREET BRONX, NY 10461",,PP,open during summer only
ASPIRING LEADERS ENRICH CTR CO,1602039,null,40.7554439,-73.7994064,"167-02 45TH AVE FLUSHING, NY 11358",(718) 357-6524,PP,open during summer only
BRIGHTSIDE ACADEMY,1602040,GC,40.8220249,-73.896603,"950 WESTCHESTER AVENUE BRONX, NY 10459",(718) 991-5465,PP,
MANHATTAN PENTACOSTAL CHURCH,1602041,null,40.8147749,-73.9570854,"541 WEST 125TH STREET NEW YORK, NY 10027",(212) 280-3537,PP,
MOTHER'S CARE DAY CARE#2,1602042,null,40.6440497,-73.9083357,"1018 E.92 ND STREET BROOKLYN, NY 11236",,PP,open during summer only
THE LEARNING TREE,1602043,null,40.7153465,-73.8719505,"66-20 80TH STREET MIDDLE VILLAGE, NY 11379",,PP,
CDI HEAD STARTSERVING FT. G.B,1602044,null,40.6887135,-73.9796512,"44-60 ROCKWELL PLACE BROOKLYN, NY 11217",(718) 330-0845,PP,
KIDDIE'S SAFE HAVEN INC,1602046,null,40.8346829,-73.8623034,"1891 MCGRAW AVE BRONX, NY 10462",,PP,
ASPIRING LEADERS ENRICH CTR CO,1602047,null,40.7554439,-73.7994064,"167-02 45TH AVE FLUSHING, NY 11358",(917) 567-4737,PP,open during summer only
LOVE PEACE&JOY CHILD CARE II,1602048,null,40.701529,-73.76558,"111-10 FARMERS BLVD SAINT ALBANS, NY 11412",,PP,open during summer only
"NEW YORK CREATIVE CC, INC.",1602049,null,40.6432799,-74.0083053,"5015 6TH  AVE BROOKLYN, NY 11220",,PP,open during summer only
CTR OF EXCELLENCE SPRINGFIELD,1602050,null,40.681048,-73.7651414,"127-08 MERRICK BLVD ROCHDALE VILLAG, NY 11434",,PP,open during summer only
"CTR OF EXCELLENCE QNS VLG, INC",1602051,null,40.7181697,-73.7353414,"96-15 SPRINGFIELD BLVD QUEENS VILLAGE, NY 11428",,PP,open during summer only
TREEMENDOUS TOTS DAY CARE CTR,1602052,null,40.6190684,-73.9281127,"4821 AVE N  BROOKLYN, NY 11234",,PP,open during summer only
SUNSHINE DC OF EAST HARLEM,1602053,null,40.7979282,-73.9488825,"1330 5TH AVE. NEW YORK, NY 10026",(917) 204-9067,PP,
CENTER OF EXCELLENCE,1602054,null,40.7181862,-73.7353398,"96-13 SPRINGFIELD BLVD QUEENS VILLAGE, NY 11429",,PP,open during summer only
CENTER OF EXCELLENCE,1602055,null,40.7182026,-73.7353382,"96-11 SPRINGFIELD BLVD QUEENS VILLAGE, NY 11428",,PP,open during summer only
KINDERSTUFF V    LLC,1602057,null,40.6057337,-73.9904865,"7914 BAY PARKWAY BROOKLYN, NY 11214",(718) 663-0901,PP,
KINDERSTUFF XIV   LLC,1602058,null,40.5831645,-73.9609247,"712 BANNER AVE. BROOKLYN, NY 11235",(718) 663-0901,PP,
BAIS YAAKOV FAIGEH SCHONBERGER,1602059,null,40.6402547,-73.9912983," 1169 43RD ST.  BROOKLYN, NY 11219",(718) 435-5111,PP,open during summer only
EYES ON THE PRIZE,1602060,null,40.6583053,-73.9535497,"276 FENIMORE ST.  BROOKLYN, NY 11225",(347) 303-1944,PP,open during summer only
FRIENDS AND FAMILY DAYCARE,1602062,null,40.7916445,-73.9464256,"1677 LEXINGTON AVE. NEW YORK, NY 10029",(212) 534-7160,PP,
KIDSMART LEARNING CHILD CARE ,1602065,null,40.5853603,-74.0902662,"360 SEAVIEW AVENUE STATEN ISLAND, NY 10305",(718) 226-8308,PP,
RICHMOND HILL DAY CARE INC,1602069,null,40.70007,-73.8340169,"115-24 MYRTLE  AVENUE RICHMOND HILL, NY 11418",(718) 441-8191,PP,
YOUNGERMUSIK CORP,1602071,null,40.7467922,-73.9932806,"5735 KINGS HIGHWAY RM AA BROOKLYN, NY 11203",(347) 234-3813,PP,
COURTYARD KIDS,1602072,null,40.7599199,-73.1920049,"10  FEDERAL PLAZA  CENTRAL ISLIP, NY 11722",,PP,open during summer only
CHILDREN'S CORNER LEARNING CTR,1602073,null,41.4595687,-74.0546815,"374  WINDSOR HWY  VAILS GATE, NY 12584",(914) 909-5800,PP,open during summer only
